"VagrantIDNumber","GenderofLeadVagrant","RelationshiptoLeadVagrant","NumberofPeopleinGroup","PersonType","VagrantCategory","SessionStartYear","SessionStartMonth","SettlementCounty","SettlementCountry"
"7530.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Buckinghamshire","England"
"7531.1.4","M","[lead vagrant]",4,"Group Leader","City Vagrant",1785,1,"Bristol","England"
"7531.2.4","F","[Wife]",4,"Dependent","City Vagrant",1785,1,"Bristol","England"
"7531.3.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1785,1,"Bristol","England"
"7531.4.4","[unknown]","[Child]",4,"Dependent","City Vagrant",1785,1,"Bristol","England"
"7532.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7532.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7533.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7534.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"[unknown]","[unknown]"
"7535.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Kent","England"
"7536.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Warwickshire","England"
"7536.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Warwickshire","England"
"7537.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Cork","Ireland"
"7538.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Dorset","England"
"7539.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Wiltshire","England"
"754.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1778,7,"Stirlingshire","Scotland"
"754.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,7,"Stirlingshire","Scotland"
"754.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1778,7,"Stirlingshire","Scotland"
"7540.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7541.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Durham","England"
"7542.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Westmoreland","England"
"7543.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Antrim","Ireland"
"7544.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lancashire","England"
"7545.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"7546.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Galway","Ireland"
"7547.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Worcestershire","England"
"7547.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Worcestershire","England"
"7548.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Gloucestershire","England"
"7549.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"755.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,7,"Lancashire","England"
"7550.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7551.1.5","F","[lead vagrant]",5,"Group Leader","Westminster Vagrant",1785,1,"Herefordshire","England"
"7551.2.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1785,1,"Herefordshire","England"
"7551.3.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1785,1,"Herefordshire","England"
"7551.4.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1785,1,"Herefordshire","England"
"7551.5.5","[unknown]","[Child]",5,"Dependent","Westminster Vagrant",1785,1,"Herefordshire","England"
"7552.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Cheshire","England"
"7553.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1785,1,"Kent","England"
"7554.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Hampshire","England"
"7555.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"[unknown]","Ireland"
"7556.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Shropshire","England"
"7557.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1785,1,"Yorkshire","England"
"7557.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1785,1,"Yorkshire","England"
"7557.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,1,"Yorkshire","England"
"7558.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Galway","Ireland"
"7559.1.3","F","[lead vagrant]",3,"Group Leader","Middlesex Vagrant",1785,1,"Bristol","England"
"7559.2.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1785,1,"Bristol","England"
"7559.3.3","[unknown]","[Child]",3,"Dependent","Middlesex Vagrant",1785,1,"Bristol","England"
"756.1.4","F","[lead vagrant]",4,"Group Leader","Passing Vagrant",1778,7,"Kent","England"
"756.2.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1778,7,"Kent","England"
"756.3.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1778,7,"Kent","England"
"756.4.4","[unknown]","[Child]",4,"Dependent","Passing Vagrant",1778,7,"Kent","England"
"7560.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Waterford","Ireland"
"7561.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Kildare","Ireland"
"7562.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"East Lothain","Scotland"
"7563.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Westmeath","Ireland"
"7564.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Wexford","Ireland"
"7565.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Lancashire","England"
"7566.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"[unknown]","Scotland"
"7567.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7568.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Kerry","Ireland"
"7569.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"757.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,7,"Devon","England"
"7570.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lanarkshire","Scotland"
"7571.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lanarkshire","Scotland"
"7572.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7573.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Kildare","Ireland"
"7574.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Berkshire","England"
"7574.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Berkshire","England"
"7575.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7576.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Shropshire","England"
"7576.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Shropshire","England"
"7577.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dublin","Ireland"
"7578.1.3","M","[lead vagrant]",3,"Group Leader","Westminster Vagrant",1785,1,"Hampshire","England"
"7578.2.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1785,1,"Hampshire","England"
"7578.3.3","[unknown]","[Child]",3,"Dependent","Westminster Vagrant",1785,1,"Hampshire","England"
"7579.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"758.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1778,7,"Worcestershire","England"
"758.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1778,7,"Worcestershire","England"
"7580.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Gloucestershire","England"
"7581.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7582.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lancashire","England"
"7583.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,1,"Kent","England"
"7584.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7585.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"[unknown]","Ireland"
"7586.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Tipperary","Ireland"
"7587.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"7588.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Midlothian","Scotland"
"7588.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Midlothian","Scotland"
"7589.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Dorset","England"
"759.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1778,7,"Cork","Ireland"
"7590.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7591.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Down","Ireland"
"7592.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7593.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7594.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Flintshire","Wales"
"7594.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Flintshire","Wales"
"7595.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Cumberland","England"
"7595.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Cumberland","England"
"7596.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Galway","Ireland"
"7597.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7598.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cork","Ireland"
"7599.1.2","M","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1785,1,"[unknown]","Scotland"
"7599.2.2","F","[Wife]",2,"Dependent","Westminster Vagrant",1785,1,"[unknown]","Scotland"
"76.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1777,12,"Middlesex","England"
"760.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1778,7,"Middlesex","England"
"7600.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7601.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Armagh","Ireland"
"7602.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Down","Ireland"
"7603.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dublin","Ireland"
"7604.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Midlothian","Scotland"
"7605.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Tipperary","Ireland"
"7606.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Dublin","Ireland"
"7607.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Denbighshire","Wales"
"7608.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7609.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Dublin","Ireland"
"761.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1778,7,"Cork","Ireland"
"7610.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Waterford","Ireland"
"7611.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,1,"Kent","England"
"7612.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Yorkshire","England"
"7613.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Bristol","England"
"7614.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Down","Ireland"
"7615.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Herefordshire","England"
"7616.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Herefordshire","England"
"7617.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1785,1,"Warwickshire","England"
"7617.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,1,"Warwickshire","England"
"7617.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,1,"Warwickshire","England"
"7618.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Hertfordshire","England"
"7619.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Warwickshire","England"
"762.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1778,7,"Berkshire","England"
"7620.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Montgomeryshire","Wales"
"7621.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Denbighshire","Wales"
"7622.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7623.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dorset","England"
"7624.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Hertfordshire","England"
"7624.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"Hertfordshire","England"
"7625.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7626.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cornwall","England"
"7627.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Limerick","Ireland"
"7628.1.1","[unknown]","[lead vagrant]",1,"Unknown Solo","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7629.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"763.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,7,"Nottinghamshire","England"
"7630.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Bristol","England"
"7631.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Shropshire","England"
"7631.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Shropshire","England"
"7632.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,1,"Hertfordshire","England"
"7633.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Buckinghamshire","England"
"7634.1.2","F","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,1,"Hampshire","England"
"7634.2.2","[unknown]","[Child]",2,"Dependent","Middlesex Vagrant",1785,1,"Hampshire","England"
"7635.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Bristol","England"
"7636.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Gloucestershire","England"
"7637.1.5","M","[lead vagrant]",5,"Group Leader","City Vagrant",1785,1,"Worcestershire","England"
"7637.2.5","F","[Wife]",5,"Dependent","City Vagrant",1785,1,"Worcestershire","England"
"7637.3.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1785,1,"Worcestershire","England"
"7637.4.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1785,1,"Worcestershire","England"
"7637.5.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1785,1,"Worcestershire","England"
"7638.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Dorset","England"
"7639.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"764.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1778,7,"Middlesex","England"
"7640.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7641.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7642.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Gloucestershire","England"
"7643.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Nottinghamshire","England"
"7644.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Surrey","England"
"7645.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Devon","England"
"7646.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7647.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1785,1,"Tipperary","Ireland"
"7647.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1785,1,"Tipperary","Ireland"
"7647.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,1,"Tipperary","Ireland"
"7648.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"[unknown]","Ireland"
"7648.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,1,"[unknown]","Ireland"
"7649.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"765.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1778,7,"Lancashire","England"
"7650.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Kent","England"
"7651.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1785,1,"Berkshire","England"
"7652.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Midlothian","Scotland"
"7652.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Midlothian","Scotland"
"7653.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7654.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Kerry","Ireland"
"7655.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Yorkshire","England"
"7656.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Warwickshire","England"
"7657.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cornwall","England"
"7658.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Northumberland","England"
"7659.1.5","M","[lead vagrant]",5,"Group Leader","Passing Vagrant",1785,1,"Devon","England"
"7659.2.5","F","[Wife]",5,"Dependent","Passing Vagrant",1785,1,"Devon","England"
"7659.3.5","[unknown]","[Child]",5,"Dependent","Passing Vagrant",1785,1,"Devon","England"
"7659.4.5","[unknown]","[Child]",5,"Dependent","Passing Vagrant",1785,1,"Devon","England"
"7659.5.5","[unknown]","[Child]",5,"Dependent","Passing Vagrant",1785,1,"Devon","England"
"766.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1778,7,"Herefordshire","England"
"7660.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Lancashire","England"
"7661.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lincolnshire","England"
"7662.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Wiltshire","England"
"7663.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,1,"Midlothian","Scotland"
"7664.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Lancashire","England"
"7665.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"[unknown]","Scotland"
"7666.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,1,"Gloucestershire","England"
"7667.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,1,"Berkshire","England"
"7668.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Cheshire","England"
"7669.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,1,"Middlesex","England"
"767.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1778,7,"Herefordshire","England"
"7670.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Gloucestershire","England"
"7671.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,1,"Middlesex","England"
"7672.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,1,"Dublin","Ireland"
"7673.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,1,"Yorkshire","England"
"7673.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,1,"Yorkshire","England"
"7674.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,1,"Cheshire","England"
